folder_name,split,tp,fp,tn,fn,p_unsure_num,n_unsure_num,mean_time,unsure_num,acc,sensitivity,specificity,precision,recall,f1,b_acc,un_sure_rate
ex_clinical_4,train,214,20,38,16,33,38,49.26230138594951,71,0.875,0.9304347826086956,0.6551724137931034,0.9145299145299145,0.9304347826086956,0.9224137931034483,0.7928035982008995,0.1977715877437326
ex_clinical_4,test,102,12,16,8,24,24,49.26230138594951,48,0.855072463768116,0.9272727272727272,0.5714285714285714,0.8947368421052632,0.9272727272727272,0.9107142857142856,0.7493506493506493,0.25806451612903225
ex_base_5,all,360,34,105,26,11,9,55.754969797659356,20,0.8857142857142857,0.9326424870466321,0.7553956834532374,0.9137055837563451,0.9326424870466321,0.9230769230769231,0.8440190852499347,0.03669724770642202
ex_base_5,train,239,21,71,18,6,4,55.754969797659356,10,0.8882521489971347,0.9299610894941635,0.7717391304347826,0.9192307692307692,0.9299610894941635,0.9245647969052223,0.850850109964473,0.027855153203342618
ex_base_5,test,121,13,34,8,5,5,55.754969797659356,10,0.8806818181818182,0.937984496124031,0.723404255319149,0.9029850746268657,0.937984496124031,0.9201520912547528,0.83069437572159,0.053763440860215055
ex_one_6,all,239,23,118,137,21,7,65.16228430293022,28,0.690522243713733,0.6356382978723404,0.8368794326241135,0.9122137404580153,0.6356382978723404,0.7492163009404389,0.7362588652482269,0.05137614678899083
ex_one_6,train,166,13,78,79,18,5,65.16228430293022,23,0.7261904761904762,0.6775510204081633,0.8571428571428571,0.9273743016759777,0.6775510204081633,0.7830188679245285,0.7673469387755102,0.06406685236768803
ex_one_6,test,73,10,40,58,3,2,65.16228430293022,5,0.6243093922651933,0.5572519083969466,0.8,0.8795180722891566,0.5572519083969466,0.6822429906542056,0.6786259541984734,0.026881720430107527
ex_clinical_3,all,176,7,21,6,215,120,33.8489236731048,335,0.9380952380952381,0.967032967032967,0.75,0.9617486338797814,0.967032967032967,0.9643835616438357,0.8585164835164836,0.6146788990825688
ex_clinical_3,train,115,6,16,5,143,74,33.8489236731048,217,0.9225352112676056,0.9583333333333334,0.7272727272727273,0.9504132231404959,0.9583333333333334,0.9543568464730291,0.8428030303030303,0.6044568245125348
ex_clinical_3,test,61,1,5,1,72,46,33.8489236731048,118,0.9705882352941176,0.9838709677419355,0.8333333333333334,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.9086021505376345,0.6344086021505376
ex_tool_4,all,356,28,116,36,5,4,55.37195431989267,9,0.8805970149253731,0.9081632653061225,0.8055555555555556,0.9270833333333334,0.9081632653061225,0.9175257731958762,0.856859410430839,0.01651376146788991
ex_tool_4,train,243,18,74,16,4,4,55.37195431989267,8,0.9031339031339032,0.9382239382239382,0.8043478260869565,0.9310344827586207,0.9382239382239382,0.9346153846153846,0.8712858821554474,0.022284122562674095
ex_tool_4,test,113,10,42,20,1,0,55.37195431989267,1,0.8378378378378378,0.849624060150376,0.8076923076923077,0.9186991869918699,0.849624060150376,0.8828125,0.8286581839213418,0.005376344086021506
ex_clinical_5,all,44,5,1,4,349,142,65.48109066508232,491,0.8333333333333334,0.9166666666666666,0.16666666666666666,0.8979591836734694,0.9166666666666666,0.9072164948453607,0.5416666666666666,0.9009174311926605
ex_clinical_5,train,29,5,1,3,231,90,65.48109066508232,321,0.7894736842105263,0.90625,0.16666666666666666,0.8529411764705882,0.90625,0.8787878787878787,0.5364583333333334,0.8941504178272981
ex_clinical_5,test,15,0,0,1,118,52,65.48109066508232,170,0.9375,0.9375,,1.0,0.9375,0.967741935483871,,0.9139784946236559
ex_one_4,all,311,23,122,86,0,3,48.48487952171116,3,0.7988929889298892,0.783375314861461,0.8413793103448276,0.9311377245508982,0.783375314861461,0.8508891928864568,0.8123773126031443,0.005504587155963303
ex_one_4,train,212,15,79,51,0,2,48.48487952171116,2,0.8151260504201681,0.8060836501901141,0.8404255319148937,0.933920704845815,0.8060836501901141,0.8653061224489796,0.8232545910525039,0.005571030640668524
ex_one_4,test,99,8,43,35,0,1,48.48487952171116,1,0.7675675675675676,0.7388059701492538,0.8431372549019608,0.9252336448598131,0.7388059701492538,0.8215767634854771,0.7909716125256072,0.005376344086021506
ex_clinical_6,all,250,27,21,10,137,100,48.22806057317541,237,0.8798701298701299,0.9615384615384616,0.4375,0.9025270758122743,0.9615384615384616,0.9310986964618249,0.6995192307692308,0.43486238532110094
ex_clinical_6,train,174,18,18,6,83,60,48.22806057317541,143,0.8888888888888888,0.9666666666666667,0.5,0.90625,0.9666666666666667,0.9354838709677419,0.7333333333333334,0.3983286908077994
ex_clinical_6,test,76,9,3,4,54,40,48.22806057317541,94,0.8586956521739131,0.95,0.25,0.8941176470588236,0.95,0.9212121212121211,0.6,0.5053763440860215
ex_clinical_1,all,178,12,5,2,217,131,44.42446308004747,348,0.9289340101522843,0.9888888888888889,0.29411764705882354,0.9368421052631579,0.9888888888888889,0.9621621621621621,0.6415032679738563,0.6385321100917432
ex_clinical_1,train,116,9,5,0,147,82,44.42446308004747,229,0.9307692307692308,1.0,0.35714285714285715,0.928,1.0,0.9626556016597512,0.6785714285714286,0.637883008356546
ex_clinical_1,test,62,3,0,2,70,49,44.42446308004747,119,0.9253731343283582,0.96875,0.0,0.9538461538461539,0.96875,0.9612403100775193,0.484375,0.6397849462365591
ex_tool_3,all,351,27,112,36,10,9,55.52164242376975,19,0.8802281368821293,0.9069767441860465,0.8057553956834532,0.9285714285714286,0.9069767441860465,0.9176470588235294,0.8563660699347498,0.03486238532110092
ex_tool_3,train,240,18,74,17,6,4,55.52164242376975,10,0.8997134670487106,0.933852140077821,0.8043478260869565,0.9302325581395349,0.933852140077821,0.9320388349514562,0.8690999830823888,0.027855153203342618
ex_tool_3,test,111,9,38,19,4,5,55.52164242376975,9,0.8418079096045198,0.8538461538461538,0.8085106382978723,0.925,0.8538461538461538,0.888,0.831178396072013,0.04838709677419355
ex_base_6,all,281,16,130,113,3,2,21.699649354514726,5,0.7611111111111111,0.7131979695431472,0.8904109589041096,0.9461279461279462,0.7131979695431472,0.813314037626628,0.8018044642236284,0.009174311926605505
ex_base_6,train,183,11,83,77,3,2,21.699649354514726,5,0.751412429378531,0.7038461538461539,0.8829787234042553,0.9432989690721649,0.7038461538461539,0.8061674008810574,0.7934124386252046,0.013927576601671309
ex_base_6,test,98,5,47,36,0,0,21.699649354514726,0,0.7795698924731183,0.7313432835820896,0.9038461538461539,0.9514563106796117,0.7313432835820896,0.8270042194092827,0.8175947187141217,0.0
ex_base_2,all,353,33,101,31,13,14,33.57004685883128,27,0.8764478764478765,0.9192708333333334,0.753731343283582,0.9145077720207254,0.9192708333333334,0.9168831168831169,0.8365010883084577,0.04954128440366973
ex_base_2,train,235,22,63,21,7,11,33.57004685883128,18,0.873900293255132,0.91796875,0.7411764705882353,0.914396887159533,0.91796875,0.9161793372319688,0.8295726102941177,0.05013927576601671
ex_base_2,test,118,11,38,10,6,3,33.57004685883128,9,0.8813559322033898,0.921875,0.7755102040816326,0.9147286821705426,0.921875,0.9182879377431907,0.8486926020408163,0.04838709677419355
ex_one_3,all,352,42,100,41,4,6,45.32069592038426,10,0.8448598130841122,0.8956743002544529,0.704225352112676,0.8934010152284264,0.8956743002544529,0.8945362134688691,0.7999498261835645,0.01834862385321101
ex_one_3,train,236,24,67,25,2,5,45.32069592038426,7,0.8607954545454546,0.9042145593869731,0.7362637362637363,0.9076923076923077,0.9042145593869731,0.9059500959692899,0.8202391478253548,0.019498607242339833
ex_one_3,test,116,18,33,16,2,1,45.32069592038426,3,0.8142076502732241,0.8787878787878788,0.6470588235294118,0.8656716417910447,0.8787878787878788,0.8721804511278195,0.7629233511586453,0.016129032258064516
